order_no,order_date,customer_name,city,state,customer_type,account_manager,order_priority,product_name,product_category,product_container,ship_mode,ship_date,cost_price,retail_price,profit_margin,order_quantity,sub_total,discount_pct,discount_amt,order_total,shipping_cost,year,month,quarter,ship_delay_days,unit_margin,gross_profit_estimate,discount_pct_decimal,discount_band
6065-1,2015-09-11,Cyra Reiten,Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2015-09-11,1.76,2.94,1.18,26,138.18,8.0,5.53,132.65,0.81,2015,9,3,0,1.18,30.68,0.08,Medium
6065-1,2015-09-11,Cyra Reiten,Sydney,NSW,Consumer,Nicholas Fernandes,High,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Express Air,2015-09-11,1.76,2.94,1.18,3,138.18,2.0,5.53,132.65,0.81,2015,9,3,0,1.18,3.54,0.02,Low
6065-1,2015-10-28,William Brown,Melbourne,VIC,Small Business,Yvette Biti,Medium,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,2015-10-30,1.76,2.94,1.18,16,138.18,0.0,5.53,132.65,0.81,2015,10,4,2,1.18,18.88,0.0,No Discount
6066-1,2015-12-28,Ken Dana,Sydney,NSW,Consumer,Tina Carlton,Medium,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2015-12-30,0.87,1.81,0.94,38,10.86,3.0,0.17,10.1,0.75,2015,12,4,2,0.94,35.72,0.03,Low
6066-1,2015-12-28,Ken Dana,Sydney,NSW,Home Office,Tina Carlton,High,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2015-12-30,0.87,1.81,0.94,10,10.86,8.0,0.75,10.1,0.75,2015,12,4,2,0.94,9.4,0.08,Medium
6066-1,2015-08-28,Phillip Flathmann,Sydney,NSW,Home Office,Nicholas Fernandes,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,2015-08-30,1.18,1.88,0.7,16,10.16,3.0,0.76,10.1,1.49,2015,8,3,2,0.7,11.2,0.03,Low
6066-1,2015-08-28,Phillip Flathmann,Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Astor Doster Colors,Furniture,Small Pack,Regular Air,2015-08-30,4.59,7.28,2.69,8,10.86,10.0,0.76,10.1,11.15,2015,8,3,2,2.69,21.52,0.1,Medium
6066-2,2015-09-12,Bobby Elias,Melbourne,VIC,Home Office,Connor Betts,Medium,Assorted Color Push Pins,Office Supplies,Small Box,Regular Air,2015-09-13,0.87,1.81,0.94,9,10.86,9.0,0.76,10.1,0.75,2015,9,3,1,0.94,8.46,0.09,Medium
6067-1,2017-01-10,Mark Packer,Sydney,NSW,Consumer,Phoebe Gour,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Technology,Small Pack,Regular Air,2017-01-21,1.05,1.95,0.9,21,69.3,9.0,3.97,63.96,1.63,2017,1,1,11,0.9,18.9,0.09,Medium
6069-1,2013-08-07,Vivian Mathis,Melbourne,VIC,Corporate,Connor Betts,Low,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,2013-08-09,3.88,6.47,2.59,50,111.2,8.0,7.37,103.77,1.22,2013,8,3,2,2.59,129.5,0.08,Medium
6070-1,2015-09-17,Naresj Patel,Sydney,NSW,Home Office,Leighton Forrest,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-09-17,1.18,1.88,0.7,43,8.94,3.0,0.36,8.58,1.49,2015,9,3,0,0.7,30.1,0.03,Low
6070-1,2016-07-02,Astrea Jones,Sydney,NSW,Consumer,Leighton Forrest,Not Specified,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2016-07-04,21.56,36.55,14.99,45,679.32,4.0,7.75,638.53,13.89,2016,7,3,2,14.99,674.55,0.04,Low
6070-1,2015-09-17,Naresj Patel,Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2015-09-17,4.79,11.97,7.18,34,8.94,0.0,0.36,8.58,5.81,2015,9,3,0,7.18,244.12,0.0,No Discount
6070-1,2015-09-17,Naresj Patel,Sydney,NSW,Home Office,Leighton Forrest,High,Smiths General Use 3-Ring Binders,Technology,Large Box,Regular Air,2015-09-17,1.18,1.88,0.7,5,8.94,2.0,0.36,8.58,1.49,2015,9,3,0,0.7,3.5,0.02,Low
6070-1,2015-09-17,Naresj Patel,Sydney,NSW,Consumer,Leighton Forrest,High,Smiths Gold Paper Clips,Furniture,Small Pack,Regular Air,2015-09-17,1.82,2.98,1.16,10,8.94,10.0,0.36,8.58,1.58,2015,9,3,0,1.16,11.6,0.1,Medium
6070-1,2015-09-17,Naresj Patel,Sydney,NSW,Corporate,Leighton Forrest,Low,Smiths Gold Paper Clips,Office Supplies,Small Box,Regular Air,2015-09-17,1.82,2.98,1.16,40,8.94,0.0,0.36,8.58,1.58,2015,9,3,0,1.16,46.4,0.0,No Discount
6070-1,2015-07-02,Randy Ferguson,Sydney,NSW,Corporate,Natasha Song,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,2015-07-09,1.18,1.88,0.7,26,8.94,7.0,0.36,8.58,1.49,2015,7,3,7,0.7,18.2,0.07,Medium
6070-1,2015-09-17,Naresj Patel,Sydney,NSW,Home Office,Leighton Forrest,High,Smiths Gold Paper Clips,Office Supplies,Small Box,Express Air,2015-09-17,1.82,2.98,1.16,8,8.94,9.0,0.36,8.58,1.58,2015,9,3,0,1.16,9.28,0.09,Medium
6070-1,2015-09-17,Naresj Patel,Sydney,NSW,Small Business,Leighton Forrest,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-09-17,1.18,1.88,0.7,4,8.94,1.0,0.36,8.58,1.49,2015,9,3,0,0.7,2.8,0.01,Low
6070-1,2015-09-17,Naresj Patel,Sydney,NSW,Consumer,Leighton Forrest,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2015-09-17,1.18,1.88,0.7,12,8.94,1.0,0.36,8.58,1.49,2015,9,3,0,0.7,8.4,0.01,Low
6071-1,2015-07-29,Jack Lebron,Melbourne,VIC,Small Business,Connor Betts,High,Artisan Hanging File Binders,Office Supplies,Small Pack,Regular Air,2015-07-31,3.65,5.98,2.33,20,209.8,3.0,12.59,196.21,1.49,2015,7,3,2,2.33,46.6,0.03,Low
6072-1,2015-09-25,Roy Phan,Melbourne,VIC,Consumer,Connor Betts,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,2015-09-27,2.18,3.52,1.34,2,45.76,7.0,3.66,42.1,6.83,2015,9,3,2,1.34,2.68,0.07,Medium
6072-1,2015-09-26,Brad Norvell,Melbourne,VIC,Consumer,Connor Betts,Not Specified,Binder Clips by OIC,Office Supplies,Small Box,Express Air,2015-09-27,0.93,1.48,0.55,40,45.76,0.0,3.66,42.1,0.7,2015,9,3,1,0.55,22.0,0.0,No Discount
6072-1,2015-09-25,Roy Phan,Melbourne,VIC,Corporate,Connor Betts,High,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2015-09-27,1.18,1.88,0.7,35,45.76,9.0,3.66,42.1,1.49,2015,9,3,2,0.7,24.5,0.09,Medium
6074-1,2015-09-28,Maria Bertelson,Sydney,NSW,Consumer,Tina Carlton,Low,3Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,2015-09-30,3.4,5.4,2.0,21,54.0,0.0,2.16,51.84,7.78,2015,9,3,2,2.0,42.0,0.0,No Discount
6074-1,2015-09-17,Naresj Patel,Sydney,NSW,Home Office,Leighton Forrest,High,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2015-09-17,3.5,5.74,2.24,12,8.5,10.0,0.06,8.36,5.01,2015,9,3,0,2.24,26.88,0.1,Medium
6076-1,2016-09-21,Dan Campbell,Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Pack,Regular Air,2016-09-21,12.39,19.98,7.59,24,399.6,5.0,19.98,379.62,5.77,2016,9,3,0,7.59,182.16,0.05,Low
6076-1,2016-03-29,Alan Dominguez,Melbourne,VIC,Consumer,Yvette Biti,High,Xit Blank Computer Paper,Furniture,Small Pack,Regular Air,2016-03-31,12.39,19.98,7.59,10,399.6,10.0,19.98,379.62,5.77,2016,3,1,2,7.59,75.9,0.1,Medium
6076-1,2016-11-08,Victoria Pisteka,Sydney,NSW,Home Office,Natasha Song,Low,Security-Tint Envelopes,Office Supplies,Small Box,Express Air,2016-11-02,4.89,7.64,2.75,6,56.4,4.0,2.24,51.08,1.39,2016,11,4,-6,2.75,16.5,0.04,Low
6076-1,2016-09-21,Dan Campbell,Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016-09-21,12.39,19.98,7.59,14,399.6,10.0,19.98,379.62,5.77,2016,9,3,0,7.59,106.26,0.1,Medium
6076-1,2015-07-30,Lycoris Saunders,Sydney,NSW,Small Business,Samantha Chairs,High,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2015-07-31,12.39,19.98,7.59,31,399.6,3.0,19.98,379.62,5.77,2015,7,3,1,7.59,235.29,0.03,Low
6076-1,2016-03-07,Rick Hansen,Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2016-03-08,278.99,449.99,171.0,31,593.58,9.0,0.0,597.56,49.0,2016,3,1,1,171.0,5301.0,0.09,Medium
6077-1,2015-09-27,Brad Norvell,Melbourne,VIC,Consumer,Yvette Biti,Critical,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2015-09-27,12.39,19.98,7.59,8,679.32,5.0,40.76,638.56,5.77,2015,9,3,0,7.59,60.72,0.05,Low
6078-1,2015-06-28,Joseph Airdo,Sydney,NSW,Small Business,Natasha Song,Not Specified,Colored Envelopes,Office Supplies,Small Box,Regular Air,2015-06-30,2.25,3.69,1.44,13,63.36,2.0,5.74,57.83,2.5,2015,6,2,2,1.44,18.72,0.02,Low
6079-1,2016-11-16,Jonathan Doherty,Sydney,NSW,Corporate,Tina Carlton,Critical,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,2016-11-16,11.04,16.98,5.94,39,335.0,9.0,38.16,326.19,12.39,2016,11,4,0,5.94,231.66,0.09,Medium
6079-1,2015-05-18,Sibella Parks,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2015-05-18,2.5,5.68,3.18,15,127.0,10.0,5.16,123.84,3.6,2015,5,2,0,3.18,47.7,0.1,Medium
6079-1,2016-02-23,Quincy Jones,Sydney,NSW,Home Office,Samantha Chairs,Low,Apex Elite Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016-02-24,3.42,8.34,4.92,37,253.84,9.0,21.91,253.89,2.64,2016,2,1,1,4.92,182.04,0.09,Medium
6079-1,2016-05-12,Thea Hendricks,Melbourne,VIC,Small Business,Connor Betts,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2016-05-14,0.24,1.26,1.02,29,64.36,9.0,5.94,63.86,0.7,2016,5,2,2,1.02,29.58,0.09,Medium
6081-1,2015-09-09,Larry Hughes,Melbourne,VIC,Consumer,Yvette Biti,Medium,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2015-09-11,3.5,5.74,2.24,20,149.24,3.0,4.48,145.76,5.01,2015,9,3,2,2.24,44.8,0.03,Low
6081-1,2015-09-29,Michael Oakman,Melbourne,VIC,Consumer,Connor Betts,Medium,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2015-09-30,3.5,5.74,2.24,38,149.24,3.0,4.48,144.76,5.01,2015,9,3,1,2.24,85.12,0.03,Low
6081-1,2015-04-08,Carol Triggs,Sydney,NSW,Corporate,Radhya Staples,Low,Binder Posts,Technology,Small Box,Regular Air,2015-04-09,3.5,5.74,2.24,29,149.24,3.0,4.48,144.76,5.01,2015,4,2,1,2.24,64.96,0.03,Low
6081-1,2016-03-06,Cyma Kinney,Sydney,NSW,Corporate,Phoebe Gour,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Pack,Regular Air,2017-02-07,1.53,2.78,1.25,9,88.74,7.0,0.0,88.74,1.34,2016,3,1,338,1.25,11.25,0.07,Medium
6082-1,2016-02-17,Tony Sayre,Melbourne,VIC,Small Business,Yvette Biti,Critical,HFX LaserJet 3310 Copier,Office Supplies,Wrap Bag,Regular Air,2016-02-18,377.99,599.99,222.0,28,1247.11,4.0,121.67,1205.41,24.49,2016,2,1,1,222.0,6216.0,0.04,Low
6082-1,2016-02-12,Alejandro Ballentine,Melbourne,VIC,Consumer,Connor Betts,Medium,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016-02-13,1.53,2.78,1.25,5,533.35,5.0,49.53,528.39,1.34,2016,2,1,1,1.25,6.25,0.05,Low
6083-1,2015-10-01,Damala Kotsonis,Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Box,Regular Air,2015-10-10,2.98,5.84,2.86,1,7.8,0.0,0.7,7.1,0.83,2015,10,4,9,2.86,2.86,0.0,No Discount
6083-1,2015-10-01,Damala Kotsonis,Sydney,NSW,Corporate,Nicholas Fernandes,Critical,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Small Box,Regular Air,2015-10-10,4.48,8.14,3.66,19,7.8,0.0,0.7,7.1,3.12,2015,10,4,9,3.66,69.54,0.0,No Discount
6083-1,2015-01-07,Sarah Brown,Sydney,NSW,Small Business,Aanya Zhang,High,Artisan File Folder Labels,Office Supplies,Wrap Bag,Regular Air,2015-01-09,1.84,2.88,1.04,2,7.1,4.0,0.7,8.0,5.33,2015,1,1,2,1.04,2.08,0.04,Low
6084-1,2016-04-23,Cindy Chapman,Sydney,NSW,Home Office,Tina Carlton,Medium,Binder Posts,Technology,Small Box,Express Air,2016-04-24,3.5,5.74,2.24,27,6.94,5.0,0.54,6.04,5.01,2016,4,2,1,2.24,60.48,0.05,Low
6088-1,2015-10-13,Clytie Kelty,Sydney,NSW,Home Office,Preston Senome,Critical,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2015-10-15,278.99,449.99,171.0,32,21149.53,4.0,422.99,20726.54,49.0,2015,10,4,2,171.0,5472.0,0.04,Low
6088-1,2016-01-28,Patrick ODonnell,Sydney,NSW,Corporate,Aanya Zhang,Critical,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2016-01-29,4.79,11.97,7.18,39,542.12,7.0,42.35,385.19,5.81,2016,1,1,1,7.18,280.02,0.07,Medium
6088-1,2015-10-13,Clytie Kelty,Sydney,NSW,Small Business,Preston Senome,Not Specified,Cando PC940 Copier,Office Supplies,Small Pack,Regular Air,2015-10-15,278.99,449.99,171.0,18,21149.53,2.0,422.99,20726.54,49.0,2015,10,4,2,171.0,3078.0,0.02,Low
6088-1,2015-10-13,Clytie Kelty,Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2015-10-15,278.99,449.99,171.0,3,21149.53,10.0,422.99,20726.54,49.0,2015,10,4,2,171.0,513.0,0.1,Medium
6088-1,2015-10-13,Clytie Kelty,Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Cando PC940 Copier,Office Supplies,Small Pack,Regular Air,2015-10-15,278.99,449.99,171.0,36,21149.53,10.0,422.99,20726.54,49.0,2015,10,4,2,171.0,6156.0,0.1,Medium
6091-1,2015-08-28,Phillip Flathmann,Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Artisan Reinforcements for Hole-Punch Pages,Technology,Small Box,Regular Air,2015-08-30,1.19,1.98,0.79,16,52.46,10.0,2.19,52.2,4.77,2015,8,3,2,0.79,12.64,0.1,Medium
6091-1,2015-10-15,Lisa DeCherney,Sydney,NSW,Corporate,Aanya Zhang,Low,Smiths Pushpins,Office Supplies,Small Box,Regular Air,2015-10-15,0.94,1.88,0.94,39,111.15,10.0,7.78,103.37,0.79,2015,10,4,0,0.94,36.66,0.1,Medium
6091-1,2015-10-15,Lisa DeCherney,Sydney,NSW,Home Office,Aanya Zhang,Medium,Smiths Pushpins,Office Supplies,Small Box,Regular Air,2015-10-15,0.94,1.88,0.94,50,111.15,7.0,7.78,103.37,0.79,2015,10,4,0,0.94,47.0,0.07,Medium
6091-1,2016-01-17,Maria Bertelson,Sydney,NSW,Home Office,Tina Carlton,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2016-01-19,1.18,1.88,0.7,9,78.02,9.0,0.0,78.51,1.49,2016,1,1,2,0.7,6.3,0.09,Medium
6091-1,2016-11-14,Alan Barnes,Sydney,NSW,Home Office,Natasha Song,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2016-11-15,2.5,5.68,3.18,23,246.7,9.0,2.67,232.77,3.6,2016,11,4,1,3.18,73.14,0.09,Medium
6091-1,2016-07-17,Kean Thornton,Sydney,NSW,Corporate,Natasha Song,Low,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,2016-07-18,0.94,2.08,1.14,19,80.46,9.0,7.25,77.45,2.56,2016,7,3,1,1.14,21.66,0.09,Medium
6091-1,2016-07-17,Kean Thornton,Sydney,NSW,Corporate,Natasha Song,Low,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-07-18,3.52,5.68,2.16,33,131.48,7.0,6.54,121.52,1.39,2016,7,3,1,2.16,71.28,0.07,Medium
6092-1,2015-10-24,Shahid Hopkins,Sydney,NSW,Small Business,Natasha Song,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Pack,Regular Air,2015-10-26,3.52,5.68,2.16,34,173.43,0.0,0.0,173.43,1.39,2015,10,4,2,2.16,73.44,0.0,No Discount
6093-1,2016-05-26,Jim Karlsson,Sydney,NSW,Corporate,Aanya Zhang,Critical,Self-Adhesive Removable Labels,Office Supplies,Wrap Bag,Express Air,2016-05-27,1.98,3.15,1.17,16,3.82,9.0,0.34,4.06,0.49,2016,5,2,1,1.17,18.72,0.09,Medium
6094-1,2013-05-21,Dave Kipp,Melbourne,VIC,Corporate,Yvette Biti,Low,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2013-05-31,156.5,300.97,144.47,20,2219.55,10.0,200.79,2204.95,7.18,2013,5,2,10,144.47,2889.4,0.1,Medium
6094-1,2015-10-20,Eva Jacobs,Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Pack,Regular Air,2015-10-24,1.19,1.98,0.79,2,7.92,1.0,0.63,7.29,4.77,2015,10,4,4,0.79,1.58,0.01,Low
6095-1,2015-10-21,Kelly Lampkin,Sydney,NSW,Corporate,Aanya Zhang,Critical,OIC Bulk Pack Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015-10-23,3.95,6.08,2.13,12,10.47,10.0,0.1,10.37,1.82,2015,10,4,2,2.13,25.56,0.1,Medium
6095-1,2016-07-17,Kean Thornton,Sydney,NSW,Small Business,Natasha Song,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Box,Express Air,2016-07-18,8.82,20.99,12.17,33,542.6,2.0,7.56,512.0,4.81,2016,7,3,1,12.17,401.61,0.02,Low
6095-1,2016-01-12,Dave Hallsten,Sydney,NSW,Corporate,Charlie Bui,Not Specified,"Alto Parchment Paper, Assorted Colors",Technology,Small Pack,Regular Air,2016-01-14,4.59,7.28,2.69,8,542.2,10.0,43.02,423.1,11.15,2016,1,1,2,2.69,21.52,0.1,Medium
6095-1,2013-11-17,Allen Armold,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2013-11-18,1.18,1.88,0.7,22,105.68,6.0,10.34,10.37,1.49,2013,11,4,1,0.7,15.4,0.06,Medium
6095-1,2015-10-21,Kelly Lampkin,Sydney,NSW,Consumer,Aanya Zhang,Medium,OIC Bulk Pack Metal Binder Clips,Office Supplies,Small Box,Regular Air,2015-10-23,3.95,6.08,2.13,9,10.47,1.0,0.1,10.37,1.82,2015,10,4,2,2.13,19.17,0.01,Low
6095-1,2015-10-21,Kelly Lampkin,Sydney,NSW,Consumer,Aanya Zhang,Low,OIC Bulk Pack Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015-10-23,2.13,3.49,1.36,21,10.47,0.0,0.1,10.37,0.76,2015,10,4,2,1.36,28.56,0.0,No Discount
6095-1,2015-10-21,Kelly Lampkin,Sydney,NSW,Home Office,Aanya Zhang,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-10-23,1.18,1.88,0.7,43,10.45,8.0,0.1,10.34,1.49,2015,10,4,2,0.7,30.1,0.08,Medium
6096-1,2015-10-21,Sung Shariari,Sydney,NSW,Small Business,Leighton Forrest,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-10-23,1.18,1.88,0.7,40,11.28,1.0,0.79,10.49,1.49,2015,10,4,2,0.7,28.0,0.01,Low
6096-1,2015-10-21,Shahid Shariari,Sydney,NSW,Home Office,Mihael Khan,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2015-10-23,1.18,1.88,0.7,47,11.28,0.0,0.79,10.49,1.49,2015,10,4,2,0.7,32.9,0.0,No Discount
6097-1,2015-08-03,Dave Hallsten,Sydney,NSW,Corporate,Charlie Bui,Medium,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2015-08-08,54.29,90.48,36.19,24,442.94,5.0,42.41,4926.94,19.99,2015,8,3,5,36.19,868.56,0.05,Low
6097-1,2013-08-02,Chuck Magee,Sydney,NSW,Consumer,Aanya Zhang,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2013-08-04,4.79,11.97,7.18,5,976.26,5.0,9.66,971.24,5.81,2013,8,3,2,7.18,35.9,0.05,Low
6097-1,2014-01-14,Fred Wasserman,Sydney,NSW,Corporate,Leighton Forrest,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,2014-01-17,3.88,6.47,2.59,42,131.85,7.0,10.79,105.29,1.22,2014,1,1,3,2.59,108.78,0.07,Medium
6097-1,2015-10-20,Eva Jacobs,Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Express Air,2015-10-24,1.84,2.88,1.04,41,7.92,2.0,0.63,7.29,0.99,2015,10,4,4,1.04,42.64,0.02,Low
6097-1,2015-08-31,Sally Knutson,Sydney,NSW,Corporate,Mihael Khan,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Express Air,2015-08-31,1.6,2.62,1.02,39,114.66,3.0,4.59,110.07,0.8,2015,8,3,0,1.02,39.78,0.03,Low
6097-1,2015-10-20,Eva Jacobs,Sydney,NSW,Corporate,Nicholas Fernandes,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2015-10-24,1.84,2.88,1.04,50,7.92,2.0,0.63,7.29,0.99,2015,10,4,4,1.04,52.0,0.02,Low
6098-1,2015-10-24,Annie Thurman,Melbourne,VIC,Corporate,Yvette Biti,Low,"Angle-D Binders with Locking Rings, Label Holders",Technology,Small Box,Regular Air,2015-10-26,4.53,7.3,2.77,8,248.0,1.0,7.45,240.75,7.72,2015,10,4,2,2.77,22.16,0.01,Low
6098-1,2015-05-07,Cari Schnelling,Sydney,NSW,Consumer,Leighton Forrest,High,"Wirebound Message Book, 4 per Page",Office Supplies,Small Box,Regular Air,2015-05-08,3.48,5.43,1.95,42,65.1,0.0,5.25,59.67,0.95,2015,5,2,1,1.95,81.9,0.0,No Discount
6098-1,2016-10-12,Thea Hendricks,Melbourne,VIC,Small Business,Connor Betts,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2016-10-14,4.79,11.97,7.18,37,636.52,1.0,49.25,522.69,5.81,2016,10,4,2,7.18,265.66,0.01,Low
6099-1,2013-11-07,Dennis Kane,Sydney,NSW,Corporate,Natasha Song,Medium,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Small Box,Regular Air,2013-11-08,21.56,36.55,14.99,23,205.62,10.0,14.33,192.73,13.89,2013,11,4,1,14.99,344.77,0.1,Medium
6099-1,2015-10-20,Eva Jacobs,Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Artisan 487 Labels,Office Supplies,Wrap Bag,Regular Air,2015-10-24,2.29,3.69,1.4,39,7.92,8.0,0.72,7.28,0.5,2015,10,4,4,1.4,54.6,0.08,Medium
6099-1,2015-10-24,Shahid Hopkins,Sydney,NSW,Home Office,Natasha Song,Not Specified,Colored Envelopes,Office Supplies,Small Box,Regular Air,2015-10-26,2.25,3.69,1.44,42,173.43,10.0,0.0,173.43,2.5,2015,10,4,2,1.44,60.48,0.1,Medium
6099-1,2015-07-02,Randy Ferguson,Sydney,NSW,Corporate,Natasha Song,Critical,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2015-07-09,2.9,4.76,1.86,47,10.88,7.0,0.49,10.29,0.88,2015,7,3,7,1.86,87.42,0.07,Medium
6100-1,2015-10-28,William Brown,Melbourne,VIC,Home Office,Yvette Biti,Medium,HFX 6S Scientific Calculator,Office Supplies,Wrap Bag,Regular Air,2015-10-30,7.92,12.99,5.07,43,597.54,3.0,5.98,591.56,9.44,2015,10,4,2,5.07,218.01,0.03,Low
6100-1,2015-10-28,William Brown,Melbourne,VIC,Consumer,Yvette Biti,Critical,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Express Air,2015-10-30,21.56,36.55,14.99,2,597.54,3.0,5.98,591.56,13.89,2015,10,4,2,14.99,29.98,0.03,Low
6100-1,2015-10-28,William Brown,Melbourne,VIC,Small Business,Yvette Biti,Critical,HFX 6S Scientific Calculator,Technology,Small Box,Regular Air,2015-10-30,7.92,12.99,5.07,32,597.54,10.0,5.98,591.56,9.44,2015,10,4,2,5.07,162.24,0.1,Medium
6100-1,2015-10-28,William Brown,Melbourne,VIC,Home Office,Yvette Biti,Low,HFX 6S Scientific Calculator,Technology,Small Pack,Regular Air,2015-10-30,7.92,12.99,5.07,5,597.54,0.0,5.98,591.56,9.44,2015,10,4,2,5.07,25.35,0.0,No Discount
6100-1,2017-01-08,Patrick ODonnell,Sydney,NSW,Consumer,Aanya Zhang,Medium,Artisan 478 Labels,Technology,Large Box,Regular Air,2017-01-09,3.14,4.91,1.77,10,25.92,1.0,0.0,25.92,0.5,2017,1,1,1,1.77,17.7,0.01,Low
6100-1,2016-09-26,Christopher Martinez,Sydney,NSW,Corporate,Tina Carlton,Low,TechSavi Cordless Elite Duo,Office Supplies,Wrap Bag,Regular Air,2016-09-28,60.59,100.98,40.39,8,306.71,9.0,65.46,300.93,7.18,2016,9,3,2,40.39,323.12,0.09,Medium
6102-1,2014-10-23,Patrick Jones,Melbourne,VIC,Corporate,Yvette Biti,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2014-10-26,54.29,90.48,36.19,39,7099.52,8.0,819.98,7543.24,19.99,2014,10,4,3,36.19,1411.41,0.08,Medium
